"PostalCode","City","StateProvince","Country","YearlyIncome","Gender","Education","MaritalStatus","TotalChildren"
"42197","Lemon Grove","CA","USA","$90K - $110K","F","Bachelors Degree","S",4
"10474","Mexico City","Mexico","Mexico","$110K - $130K","M","High School Degree","S",2
"92153","Lynnwood","WA","USA","$10K - $30K","M","High School Degree","S",5
"99299","Lakewood","CA","USA","$70K - $90K","M","Partial College","S",2
"48141","Haney","BC","Canada","$110K - $130K","F","Partial College","M",1
"47741","Coronado","CA","USA","$30K - $50K","F","Partial College","M",1
"35452","Coronado","CA","USA","$110K - $130K","F","Graduate Degree","S",4
"73920","Langford","BC","Canada","$130K - $150K","F","High School Degree","S",4
"54085","Tixapan","DF","Mexico","$90K - $110K","F","High School Degree","S",5
"58716","Torrance","CA","USA","$50K - $70K","F","Partial High School","S",4
"77750","Woodland Hills","CA","USA","$30K - $50K","F","Partial High School","S",2
"48542","Marysville","WA","USA","$150K +","M","Bachelors Degree","S",1
"33738","Arcadia","CA","USA","$150K +","M","Partial College","S",4
"67786","Fremont","CA","USA","$110K - $130K","M","Partial College","M",1
"19143","Langford","BC","Canada","$150K +","M","Partial High School","S",3
"21258","Issaquah","WA","USA","$10K - $30K","F","Partial College","S",3
"37777","Salem","OR","USA","$50K - $70K","F","Graduate Degree","M",4
"60546","Palo Alto","CA","USA","$70K - $90K","M","High School Degree","S",5
"61441","Victoria","BC","Canada","$110K - $130K","M","Graduate Degree","S",1
"94879","Tlaxiaco","Oaxaca","Mexico","$90K - $110K","F","High School Degree","M",2
"17429","Oakland","CA","USA","$130K - $150K","M","Bachelors Degree","S",4
"17029","Richmond","BC","Canada","$50K - $70K","M","High School Degree","S",4
"47404","West Covina","CA","USA","$30K - $50K","M","Partial College","S",1
"69500","Bremerton","WA","USA","$90K - $110K","F","High School Degree","M",2
"23373","Lincoln Acres","CA","USA","$50K - $70K","M","Graduate Degree","M",2
"54295","Beaverton","OR","USA","$10K - $30K","F","Partial High School","M",2
"73329","Sooke","BC","Canada","$150K +","M","Bachelors Degree","S",3
"29317","Richmond","BC","Canada","$110K - $130K","F","Bachelors Degree","M",3
"65270","Burien","WA","USA","$70K - $90K","F","Bachelors Degree","M",4
"86105","Vancouver","BC","Canada","$110K - $130K","M","Bachelors Degree","M",5
"88220","West Covina","CA","USA","$150K +","M","Bachelors Degree","M",3
"78447","Bellingham","WA","USA","$30K - $50K","F","High School Degree","M",2
"46723","Ladner","BC","Canada","$50K - $70K","M","High School Degree","S",1
"29404","Pomona","CA","USA","$90K - $110K","M","Partial High School","M",3
"62842","Chula Vista","CA","USA","$10K - $30K","M","Partial High School","M",3
"84391","Altadena","CA","USA","$90K - $110K","F","High School Degree","M",5
"83990","Renton","WA","USA","$110K - $130K","F","Partial College","S",3
"71702","Renton","WA","USA","$110K - $130K","F","Partial College","S",3
"37463","West Covina","CA","USA","$30K - $50K","F","High School Degree","M",3
"90335","Portland","OR","USA","$110K - $130K","M","Partial College","S",1
"94965","Sedro Wooley","WA","USA","$70K - $90K","M","Graduate Degree","S",3
"15000","Olympia","WA","USA","$70K - $90K","M","High School Degree","M",3
"84791","San Andres","DF","Mexico","$90K - $110K","F","High School Degree","M",4
"69987","Mill Valley","CA","USA","$90K - $110K","F","High School Degree","S",3
"33233","Issaquah","WA","USA","$50K - $70K","M","Graduate Degree","S",3
"55973","Pomona","CA","USA","$90K - $110K","M","Bachelors Degree","M",2
"58088","Coronado","CA","USA","$110K - $130K","M","Partial College","M",4
"74607","Lincoln Acres","CA","USA","$150K +","M","Bachelors Degree","S",3
"42883","Tixapan","DF","Mexico","$10K - $30K","F","Bachelors Degree","S",1
"25564","Renton","WA","USA","$70K - $90K","F","Bachelors Degree","M",0
"32709","Glendale","CA","USA","$110K - $130K","F","Partial College","S",3
"80551","Richmond","BC","Canada","$50K - $70K","F","Partial College","S",3
"53858","Victoria","BC","Canada","$110K - $130K","M","Partial College","S",4
"67861","Vancouver","BC","Canada","$70K - $90K","F","High School Degree","M",5
"73314","Royal Oak","BC","Canada","$50K - $70K","M","Partial College","S",3
"60203","Bremerton","WA","USA","$30K - $50K","F","Bachelors Degree","M",1
"91125","Glendale","CA","USA","$90K - $110K","M","Graduate Degree","S",5
"11160","Newport Beach","CA","USA","$90K - $110K","M","Graduate Degree","S",4
"80951","Sedro Wooley","WA","USA","$50K - $70K","M","Graduate Degree","S",4
"66147","Long Beach","CA","USA","$50K - $70K","M","Graduate Degree","M",4
"31014","Colma","CA","USA","$50K - $70K","F","Partial College","S",2
"53458","Albany","OR","USA","$50K - $70K","M","High School Degree","S",2
"1374","Seattle","WA","USA","$70K - $90K","F","Graduate Degree","M",4
"17892","Issaquah","WA","USA","$110K - $130K","F","Bachelors Degree","S",5
"85168","San Jose","CA","USA","$130K - $150K","F","Partial College","S",2
"41556","Guadalajara","Jalisco","Mexico","$50K - $70K","M","Partial College","S",0
"74994","Lake Oswego","OR","USA","$70K - $90K","M","Bachelors Degree","S",2
"96543","Richmond","CA","USA","$70K - $90K","F","Partial College","M",1
"96143","Spokane","WA","USA","$130K - $150K","M","High School Degree","M",1
"49615","Renton","WA","USA","$150K +","M","Bachelors Degree","S",2
"34894","San Diego","CA","USA","$130K - $150K","F","Bachelors Degree","M",3
"8119","Milwaukie","OR","USA","$50K - $70K","M","Partial College","M",2
"27153","Oak Bay","BC","Canada","$50K - $70K","M","Partial College","M",5
"24237","Lemon Grove","CA","USA","$10K - $30K","F","High School Degree","S",4
"94334","Walla Walla","WA","USA","$10K - $30K","F","Partial High School","M",1
"45386","Lebanon","OR","USA","$10K - $30K","F","Partial High School","S",4
"95742","Los Angeles","CA","USA","$10K - $30K","F","Partial College","S",1
"97857","Downey","CA","USA","$30K - $50K","F","Bachelors Degree","M",1
"86179","Langford","BC","Canada","$130K - $150K","F","Bachelors Degree","S",2
"54456","Lemon Grove","CA","USA","$130K - $150K","F","Partial High School","M",3
"37136","Torrance","CA","USA","$70K - $90K","F","Bachelors Degree","M",0
"70574","Mill Valley","CA","USA","$90K - $110K","F","Partial High School","M",1
"92123","Burien","WA","USA","$30K - $50K","F","Partial College","M",3
"91723","Port Hammon","BC","Canada","$90K - $110K","M","High School Degree","M",3
"79434","Port Hammon","BC","Canada","$50K - $70K","M","Bachelors Degree","M",2
"18903","Tacoma","WA","USA","$110K - $130K","F","Bachelors Degree","S",3
"98067","Beverly Hills","CA","USA","$90K - $110K","F","Graduate Degree","S",3
"36994","Metchosin","BC","Canada","$30K - $50K","F","Bachelors Degree","S",1
"22732","Mexico City","Mexico","Mexico","$10K - $30K","M","Partial College","S",2
"92524","Portland","OR","USA","$110K - $130K","F","Bachelors Degree","S",5
"77719","Redmond","WA","USA","$30K - $50K","M","Graduate Degree","S",0
"14673","Grossmont","CA","USA","$130K - $150K","M","High School Degree","S",3
"65030","Lakewood","CA","USA","$30K - $50K","M","Partial College","M",4
"67145","Los Angeles","CA","USA","$150K +","M","Bachelors Degree","M",3
"47874","Vancouver","BC","Canada","$50K - $70K","F","Partial High School","M",3
"72063","Cliffside","BC","Canada","$70K - $90K","M","High School Degree","S",2
"28452","Oregon City","OR","USA","$150K +","M","Graduate Degree","M",3
"61889","Santa Monica","CA","USA","$30K - $50K","F","Partial College","S",2
"10732","Torrance","CA","USA","$110K - $130K","F","Partial High School","S",4
"83038","San Francisco","CA","USA","$30K - $50K","M","Bachelors Degree","M",3
"97041","Santa Fe","DF","Mexico","$110K - $130K","F","Bachelors Degree","M",5
"36511","Newton","BC","Canada","$30K - $50K","F","High School Degree","M",0
"89383","Royal Oak","BC","Canada","$110K - $130K","F","Partial College","M",3
"21306","Bellingham","WA","USA","$30K - $50K","M","Partial High School","S",5
"40340","Edmonds","WA","USA","$30K - $50K","M","High School Degree","M",5
"11132","Metchosin","BC","Canada","$130K - $150K","F","Bachelors Degree","M",1
"95327","Lebanon","OR","USA","$30K - $50K","M","Partial High School","M",1
"32281","Lakewood","CA","USA","$130K - $150K","F","Partial College","M",1
"82638","Newton","BC","Canada","$30K - $50K","M","High School Degree","M",1
"84752","Novato","CA","USA","$150K +","F","Partial College","S",3
"99656","Redwood City","CA","USA","$50K - $70K","M","High School Degree","M",1
"23617","Newton","BC","Canada","$150K +","F","Partial High School","M",0
"89071","Newton","BC","Canada","$90K - $110K","M","Partial College","S",3
"28540","Everett","WA","USA","$50K - $70K","F","Bachelors Degree","S",1
"87057","San Carlos","CA","USA","$150K +","F","High School Degree","S",2
"13336","Langford","BC","Canada","$110K - $130K","M","Partial College","M",1
"32370","Tixapan","DF","Mexico","$90K - $110K","M","Bachelors Degree","S",1
"31627","Redmond","WA","USA","$70K - $90K","M","Graduate Degree","S",0
"87356","Newton","BC","Canada","$70K - $90K","M","Partial High School","M",2
"24310","Haney","BC","Canada","$50K - $70K","M","Partial College","S",0
"74667","Burbank","CA","USA","$90K - $110K","F","Partial College","M",3
"76782","Anacortes","WA","USA","$90K - $110K","M","Partial High School","S",3
"93301","Everett","WA","USA","$130K - $150K","F","Bachelors Degree","S",2
"61577","Oak Bay","BC","Canada","$150K +","F","High School Degree","M",3
"36474","Milwaukie","OR","USA","$50K - $70K","F","Graduate Degree","M",1
"69911","Concord","CA","USA","$110K - $130K","F","Graduate Degree","M",0
"91461","Glendale","CA","USA","$10K - $30K","F","Partial College","M",4
"91060","San Andres","DF","Mexico","$70K - $90K","F","Partial High School","M",3
"78771","Port Orchard","WA","USA","$50K - $70K","M","High School Degree","S",4
"44533","Burnaby","BC","Canada","$110K - $130K","M","Partial High School","M",1
"97405","Merida","Yucatan","Mexico","$70K - $90K","M","Partial College","M",0
"29328","Concord","CA","USA","$130K - $150K","M","Partial College","M",4
"48362","Sedro Wooley","WA","USA","$110K - $130K","F","Partial High School","S",0
"19154","Sooke","BC","Canada","$90K - $110K","M","Partial College","M",3
"43501","Woodburn","OR","USA","$70K - $90K","F","High School Degree","M",5
"40303","Burbank","CA","USA","$50K - $70K","M","High School Degree","S",1
"90660","Burnaby","BC","Canada","$90K - $110K","F","High School Degree","M",3
"92775","San Jose","CA","USA","$90K - $110K","F","Partial College","S",2
"83001","Palo Alto","CA","USA","$130K - $150K","M","Bachelors Degree","S",1
"51278","Newport Beach","CA","USA","$150K +","M","Graduate Degree","M",5
"58346","Orizaba","Veracruz","Mexico","$50K - $70K","F","High School Degree","S",1
"91783","Olympia","WA","USA","$110K - $130K","M","High School Degree","M",0
"14334","Chula Vista","CA","USA","$50K - $70K","M","Bachelors Degree","M",1
"13933","Altadena","CA","USA","$90K - $110K","M","Partial College","S",4
"16447","Altadena","CA","USA","$70K - $90K","F","High School Degree","M",2
"66405","Berkeley","CA","USA","$130K - $150K","M","Bachelors Degree","S",2
"20278","Tixapan","DF","Mexico","$90K - $110K","M","Partial High School","S",1
"24908","Torrance","CA","USA","$50K - $70K","F","Bachelors Degree","S",2
"43942","Woodland Hills","CA","USA","$30K - $50K","M","Graduate Degree","M",3
"14734","Edmonds","WA","USA","$150K +","M","High School Degree","S",4
"98929","Anacortes","WA","USA","$150K +","F","Partial College","S",4
"62175","Kirkland","WA","USA","$110K - $130K","M","Partial High School","S",4
"86240","Langford","BC","Canada","$150K +","F","Graduate Degree","S",4
"88354","Santa Monica","CA","USA","$10K - $30K","F","Partial High School","S",3
"58747","San Gabriel","CA","USA","$50K - $70K","F","High School Degree","M",0
"73150","Palo Alto","CA","USA","$30K - $50K","F","High School Degree","S",4
"55830","Port Orchard","WA","USA","$70K - $90K","F","Partial College","S",4
"71627","Downey","CA","USA","$130K - $150K","M","Partial High School","M",1
"55003","Newton","BC","Canada","$70K - $90K","F","High School Degree","S",2
"28311","Lincoln Acres","CA","USA","$130K - $150K","F","High School Degree","M",3
"42314","Lincoln Acres","CA","USA","$70K - $90K","M","Bachelors Degree","M",2
"80782","Shawnee","BC","Canada","$130K - $150K","F","High School Degree","M",0
"34655","San Jose","CA","USA","$130K - $150K","M","Partial High School","S",3
"65578","Grossmont","CA","USA","$50K - $70K","F","High School Degree","M",3
"84612","Portland","OR","USA","$30K - $50K","F","Bachelors Degree","M",3
"55404","Burlingame","CA","USA","$150K +","F","Partial College","M",2
"40600","La Mesa","CA","USA","$150K +","M","Partial College","S",2
"76553","Cliffside","BC","Canada","$30K - $50K","M","Bachelors Degree","S",1
"27910","Beverly Hills","CA","USA","$30K - $50K","F","Partial College","M",4
"30025","Langford","BC","Canada","$30K - $50K","F","Partial High School","S",5
"46544","Shawnee","BC","Canada","$70K - $90K","F","Partial College","S",5
"14821","Spring Valley","CA","USA","$90K - $110K","F","Partial High School","S",1
"70208","Walla Walla","WA","USA","$30K - $50K","M","Partial High School","M",5
"29614","Santa Cruz","CA","USA","$50K - $70K","M","Partial College","S",1
"51163","Port Orchard","WA","USA","$130K - $150K","F","Partial College","M",5
"50763","Issaquah","WA","USA","$50K - $70K","F","High School Degree","M",1
"38474","Royal Oak","BC","Canada","$130K - $150K","M","Bachelors Degree","S",3
"42357","San Diego","CA","USA","$50K - $70K","F","Partial College","S",2
"57107","Santa Monica","CA","USA","$50K - $70K","F","Partial College","M",3
"61738","Tixapan","DF","Mexico","$110K - $130K","M","Partial High School","M",5
"80772","Metchosin","BC","Canada","$50K - $70K","M","Partial High School","M",2
"77856","Grossmont","CA","USA","$30K - $50K","M","Bachelors Degree","S",1
"63052","Haney","BC","Canada","$10K - $30K","M","Partial College","S",4
"99005","Port Orchard","WA","USA","$30K - $50K","M","Bachelors Degree","M",1
"50362","Coronado","CA","USA","$30K - $50K","M","Graduate Degree","S",4
"52477","Kirkland","WA","USA","$30K - $50K","F","Partial College","S",3
"42704","Milwaukie","OR","USA","$70K - $90K","M","Partial High School","M",4
"10980","Edmonds","WA","USA","$90K - $110K","M","High School Degree","S",5
"92660","Ballard","WA","USA","$30K - $50K","M","High School Degree","S",1
"19314","Santa Fe","DF","Mexico","$50K - $70K","M","Bachelors Degree","S",5
"40864","Oakland","CA","USA","$130K - $150K","F","Partial College","M",3
"40463","Pomona","CA","USA","$50K - $70K","F","Graduate Degree","M",1
"28174","Burien","WA","USA","$10K - $30K","M","Partial High School","M",3
"66643","West Covina","CA","USA","$70K - $90K","M","Graduate Degree","S",0
"46808","Salem","OR","USA","$70K - $90K","M","Partial College","M",5
"51438","Everett","WA","USA","$130K - $150K","M","High School Degree","M",2
"70472","Puyallup","WA","USA","$130K - $150K","F","Bachelors Degree","S",3
"41264","Tixapan","DF","Mexico","$90K - $110K","M","High School Degree","M",1
"26460","Cliffside","BC","Canada","$130K - $150K","F","Bachelors Degree","M",2
"62413","Spokane","WA","USA","$90K - $110K","F","Bachelors Degree","M",4
"13771","Seattle","WA","USA","$130K - $150K","M","Partial College","M",1
"15886","Renton","WA","USA","$110K - $130K","M","Bachelors Degree","M",3
"32404","Bremerton","WA","USA","$130K - $150K","M","Bachelors Degree","S",5
"99680","Milwaukie","OR","USA","$10K - $30K","M","Partial High School","M",0
"56068","Tlaxiaco","Oaxaca","Mexico","$10K - $30K","F","Partial College","S",0
"89506","Bellflower","CA","USA","$30K - $50K","M","High School Degree","S",4
"91348","Kirkland","WA","USA","$110K - $130K","M","Bachelors Degree","M",1
"64655","San Diego","CA","USA","$30K - $50K","M","Bachelors Degree","M",4
"78659","San Diego","CA","USA","$110K - $130K","F","Graduate Degree","M",5
"18128","Langford","BC","Canada","$50K - $70K","F","Partial College","M",5
"71000","Berkeley","CA","USA","$30K - $50K","F","Bachelors Degree","M",4
"29237","Imperial Beach","CA","USA","$90K - $110K","F","Partial College","M",1
"21957","Redmond","WA","USA","$90K - $110K","M","Graduate Degree","M",1
"91748","Santa Cruz","CA","USA","$50K - $70K","M","Partial High School","S",2
"76944","Coronado","CA","USA","$90K - $110K","F","High School Degree","S",3
"13898","Royal Oak","BC","Canada","$50K - $70K","M","Graduate Degree","M",3
"64255","Daly City","CA","USA","$110K - $130K","M","Bachelors Degree","M",2
"66370","Oak Bay","BC","Canada","$90K - $110K","M","Partial College","M",0
"82888","Langford","BC","Canada","$130K - $150K","M","Bachelors Degree","S",3
